code,lastname,firstname,sei,namae,email_address,company_mobie,gender,date_of_birth,date_of_joining_company,main_category,sub_category,minor_category,classification,position,monthly_basic_salary,qualifications
SF995349,岡本,翔太,okamoto,shouta,okamoto_shouta3@tekuwan.co.jp,030-7978-3050,男性,1999/3/14,2021/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"300,000",
SF805148,田中,拓斗,tanaka,takuto,tanaka_takuto4@tekuwan.co.jp,030-2713-9926,男性,1999/2/12,2021/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"300,000",
SF313469,大石,海斗,ooishi,kaito,ooishi_kaito5@tekuwan.co.jp,030-4332-4885,男性,1998/7/26,2021/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"300,000",
SF288094,古川,悠翔,furukawa,yuushou,furukawa_yuushou1@tekuwan.co.jp,030-5671-9030,男性,1998/5/2,2021/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"300,000",
SF287781,河野,啓太,kouno,keita,kouno_keita2@tekuwan.co.jp,030-9856-7451,男性,1999/1/14,2021/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"300,000",
SF160634,野村,健,nomura,takeshi,nomura_takeshi3@tekuwan.co.jp,030-8809-4757,男性,1998/4/14,2021/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"300,000",
SF806922,高木,陽太,takagi,youta,takagi_youta4@tekuwan.co.jp,030-5082-8287,男性,1999/2/9,2021/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"300,000",
SF124053,松尾,隼人,matsuo,hayato,matsuo_hayato5@tekuwan.co.jp,030-1742-1604,男性,2000/1/26,2022/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"275,000",
SF114596,藤井,悠真,fujii,yuuma,fujii_yuuma1@tekuwan.co.jp,030-0586-7353,男性,1999/11/8,2022/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"275,000",
SF357058,大野,拓海,oono,takumi,oono_takumi2@tekuwan.co.jp,030-0431-3448,男性,1999/8/29,2022/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"275,000",
SF618819,大森,悠斗,oomori,yuuto,oomori_yuuto3@tekuwan.co.jp,030-7911-3210,男性,2000/2/16,2022/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"275,000",
SF811516,竹内,瑛大,takeuchi,eidai,takeuchi_eidai4@tekuwan.co.jp,030-5315-0653,男性,2000/1/19,2022/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"275,000",
SF550149,森,誠,mori,makoto,mori_makoto5@tekuwan.co.jp,030-6163-1606,男性,2000/2/17,2022/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"275,000",
SF023379,杉本,千尋,sugimoto,senjin,sugimoto_senjin1@tekuwan.co.jp,030-4758-9027,女性,2000/1/1,2022/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"275,000",
SF591827,小野,さきみ,ono,sakimi,ono_sakimi2@tekuwan.co.jp,030-1165-0690,女性,1999/12/10,2022/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"275,000",
SF837834,西村,大翔,nishimura,hiroto,nishimura_hiroto3@tekuwan.co.jp,030-6995-8548,男性,2000/12/8,2023/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"250,000",
SF274396,大久保,隼人,ookubo,hayato,ookubo_hayato4@tekuwan.co.jp,030-3096-4447,男性,2000/9/29,2023/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"250,000",
SF798947,金子,拓海,kaneko,takumi,kaneko_takumi5@tekuwan.co.jp,030-5620-9005,男性,2000/6/14,2023/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"250,000",
SF247559,佐々木,拓斗,sasaki,takuto,sasaki_takuto1@tekuwan.co.jp,030-8441-0916,男性,2000/8/12,2023/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"250,000",
SF233580,松井,悠輝,matsui,yuuki,matsui_yuuki2@tekuwan.co.jp,030-0954-3572,男性,2001/2/15,2023/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"250,000",
SF587685,小西,翔太朗,konishi,shoutarou,konishi_shoutarou3@tekuwan.co.jp,030-3428-3593,男性,2000/4/9,2023/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"250,000",
SF125363,沢田,大翔,sawada,hiroto,sawada_hiroto4@tekuwan.co.jp,030-2549-7777,男性,2001/3/9,2023/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"250,000",
SF465764,橋本,大輔,hashimoto,daisuke,hashimoto_daisuke5@tekuwan.co.jp,030-2351-7421,男性,2000/6/25,2023/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"250,000",
SF786241,相沢,陽向,aizawa,youkou,aizawa_youkou1@tekuwan.co.jp,030-3887-6125,男性,2000/8/31,2023/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"250,000",
SF768645,藤原,まりこ,fujiwara,mariko,fujiwara_mariko2@tekuwan.co.jp,030-6527-1273,女性,2000/11/28,2023/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"250,000",
SF057909,武田,れいな,takeda,reina,takeda_reina3@tekuwan.co.jp,030-1845-7717,女性,2001/3/20,2023/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"250,000",
R036665,中川,翼,nakagawa,tsubasa,nakagawa_tsubasa4@tekuwan.co.jp,030-9602-4625,男性,1972/12/30,2018/4/1,営業本部,本社営業部,本社営業第三課,契約社員,,"180,000",
R933592,内田,陽斗,uchida,youto,uchida_youto5@tekuwan.co.jp,030-9725-3851,男性,1976/6/11,2018/4/1,営業本部,本社営業部,本社営業第三課,契約社員,,"180,000",
R521751,内藤,海斗,naitou,kaito,naitou_kaito1@tekuwan.co.jp,030-6094-6199,男性,1992/6/17,2020/4/1,営業本部,本社営業部,本社営業第三課,契約社員,,"180,000",
R264952,林,悠輝,hayashi,yuuki,hayashi_yuuki2@tekuwan.co.jp,030-5044-6110,男性,1991/4/29,2020/4/1,営業本部,本社営業部,本社営業第三課,契約社員,,"180,000",
R445473,富田,翼,tomita,tsubasa,tomita_tsubasa3@tekuwan.co.jp,030-1705-8613,男性,1987/3/19,2021/4/1,営業本部,本社営業部,本社営業第三課,契約社員,,"180,000",
R795378,吉田,陽介,yoshida,yousuke,yoshida_yousuke4@tekuwan.co.jp,030-3569-8136,男性,1989/8/12,2021/4/1,営業本部,本社営業部,本社営業第三課,契約社員,,"180,000",
R295547,笠原,美穂,kasahara,miho,kasahara_miho5@tekuwan.co.jp,030-8525-2014,女性,1985/5/29,2021/4/1,営業本部,本社営業部,本社営業第三課,契約社員,,"180,000",
R387724,藤井,みゆき,fujii,miyuki,fujii_miyuki1@tekuwan.co.jp,030-2581-0697,女性,1972/10/4,2023/4/1,営業本部,本社営業部,本社営業第三課,契約社員,,"180,000",
P503609,山崎,茜,yamazaki,akane,yamazaki_akane2@tekuwan.co.jp,030-5306-0181,女性,1979/11/20,2011/4/1,営業本部,本社営業部,本社営業第三課,パート,,,
P751558,宮本,あさみ,miyamoto,asami,miyamoto_asami3@tekuwan.co.jp,030-7946-8689,女性,2000/4/7,2023/1/1,営業本部,本社営業部,本社営業第三課,パート,,,社会保険労務士
SF883147,桜井,啓太,sakurai,keita,sakurai_keita4@tekuwan.co.jp,030-6249-5083,男性,1970/5/4,1993/4/1,営業本部,関西営業部,関西営業第一課,正社員,部長,"1,100,000",
SF239932,武田,美咲,takeda,misaki,takeda_misaki5@tekuwan.co.jp,030-9404-7244,女性,1979/9/2,2003/4/1,営業本部,関西営業部,関西営業第一課,正社員,課長,"700,000",
SF588138,杉本,陽翔,sugimoto,youshou,sugimoto_youshou1@tekuwan.co.jp,030-7944-5580,男性,1983/8/4,2008/4/1,営業本部,関西営業部,関西営業第一課,正社員,チームリーダー,"550,000",
SF200687,佐藤,悠希,satou,yuuki,satou_yuuki2@tekuwan.co.jp,030-8028-7442,男性,1984/8/5,2008/4/1,営業本部,関西営業部,関西営業第一課,正社員,チームリーダー,"550,000",
SF107584,大西,悠太郎,oonishi,yuutarou,oonishi_yuutarou3@tekuwan.co.jp,030-4449-3860,男性,1983/8/1,2008/4/1,営業本部,関西営業部,関西営業第一課,正社員,チームリーダー,"550,000",
SF445650,藤原,真太,fujiwara,makotota,fujiwara_makotota4@tekuwan.co.jp,030-8879-0249,男性,1987/10/16,2011/4/1,営業本部,関西営業部,関西営業第一課,正社員,チームリーダー,"550,000",
SF048360,森,拓海,mori,takumi,mori_takumi5@tekuwan.co.jp,030-8932-5181,男性,1988/12/19,2012/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF354307,伊藤,悠斗,itou,yuuto,itou_yuuto3@tekuwan.co.jp,030-2589-9513,男性,1990/9/3,2013/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF800805,内田,千尋,uchida,senjin,uchida_senjin4@tekuwan.co.jp,030-2709-6849,女性,1990/7/17,2013/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF130100,杉山,啓太,sugiyama,keita,sugiyama_keita5@tekuwan.co.jp,030-9345-7250,男性,1992/1/4,2014/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF983473,栗田,あかり,kurita,akari,kurita_akari6@tekuwan.co.jp,030-6355-1439,女性,1990/8/20,2014/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF508868,石田,航,ishida,kou,ishida_kou7@tekuwan.co.jp,030-1904-7897,男性,1993/11/27,2016/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF938246,森,悠吾,mori,yuuware,mori_yuuware1@tekuwan.co.jp,030-6135-2409,男性,1994/3/22,2016/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF417190,森,慎吾,mori,shingo,mori_shingo2@tekuwan.co.jp,030-1891-2990,男性,1993/10/14,2016/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF987365,竹内,絵美,takeuchi,emi,takeuchi_emi3@tekuwan.co.jp,030-0510-1835,女性,1992/10/4,2016/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF858116,中山,陽斗,nakayama,youto,nakayama_youto4@tekuwan.co.jp,030-8786-0641,男性,1995/1/23,2017/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF152412,松尾,真太,matsuo,makotota,matsuo_makotota5@tekuwan.co.jp,030-4935-4786,男性,1996/8/7,2020/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF220991,岩崎,大地,iwasaki,daichi,iwasaki_daichi1@tekuwan.co.jp,030-1046-7374,男性,1995/10/11,2020/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF165233,岩本,まい,iwamoto,mai,iwamoto_mai2@tekuwan.co.jp,030-6017-2600,女性,1997/6/26,2020/4/1,営業本部,関西営業部,関西営業第一課,正社員,チーフ,"450,000",
SF353865,岡本,拓人,okamoto,takuto,okamoto_takuto3@tekuwan.co.jp,030-5937-8768,男性,1994/7/6,2017/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"400,000",
SF746539,杉山,龍太郎,sugiyama,ryuutarou,sugiyama_ryuutarou4@tekuwan.co.jp,030-3521-8060,男性,1995/2/17,2017/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"400,000",
SF199162,前田,拓海,maeda,takumi,maeda_takumi5@tekuwan.co.jp,030-0063-3566,男性,1994/11/13,2017/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"400,000",
SF671804,川口,大翔,kawaguchi,hiroto,kawaguchi_hiroto1@tekuwan.co.jp,030-3602-5717,男性,1994/5/24,2017/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"400,000",
SF491267,高木,健,takagi,takeshi,takagi_takeshi2@tekuwan.co.jp,030-1266-8666,男性,1994/7/14,2017/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"400,000",
SF951209,松本,悠輝,matsumoto,yuuki,matsumoto_yuuki3@tekuwan.co.jp,030-6229-9046,男性,1994/9/26,2017/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"400,000",
SF159064,野村,拓人,nomura,takuto,nomura_takuto4@tekuwan.co.jp,030-5284-8510,男性,1994/7/11,2017/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"400,000",
SF555374,清水,美和,shimizu,miwa,shimizu_miwa5@tekuwan.co.jp,030-3815-8581,女性,1994/12/16,2017/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"400,000",
SF816021,森本,佳奈,morimoto,kana,morimoto_kana1@tekuwan.co.jp,030-7547-2720,女性,1994/8/27,2017/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"400,000",
SF757478,岡本,達也,okamoto,tatsuya,okamoto_tatsuya2@tekuwan.co.jp,030-3058-2348,男性,1996/2/7,2018/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"375,000",
SF668968,内藤,大翔,naitou,hiroto,naitou_hiroto3@tekuwan.co.jp,030-2077-6688,男性,1995/4/8,2018/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"375,000",
SF391267,大谷,陽大,ootani,youdai,ootani_youdai4@tekuwan.co.jp,030-7600-2795,男性,1995/11/9,2018/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"375,000",
SF148311,市川,瑛太,ichikawa,eita,ichikawa_eita5@tekuwan.co.jp,030-2249-1806,男性,1995/7/10,2018/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"375,000",
SF312167,大野,拓斗,oono,takuto,oono_takuto1@tekuwan.co.jp,030-7177-6939,男性,1996/2/21,2018/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"375,000",
SF439408,若林,大輝,wakabayashi,daiki,wakabayashi_daiki2@tekuwan.co.jp,030-1896-2325,男性,1996/1/13,2018/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"375,000",
SF310572,吉田,悠希,yoshida,yuuki,yoshida_yuuki3@tekuwan.co.jp,030-3937-7128,男性,1995/10/9,2018/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"375,000",
SF494917,森,大樹,mori,taiju,mori_taiju4@tekuwan.co.jp,030-2972-8222,男性,1996/1/11,2018/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"375,000",
SF017684,高田,隼斗,takada,hayato,takada_hayato5@tekuwan.co.jp,030-3045-1706,男性,1995/11/30,2018/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"375,000",
SF384076,山本,りさ,yamamoto,risa,yamamoto_risa1@tekuwan.co.jp,030-2378-5936,女性,1995/10/17,2018/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"375,000",
SF098750,野口,かおり,noguchi,kaori,noguchi_kaori2@tekuwan.co.jp,030-4399-7874,女性,1995/12/6,2018/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"375,000",
SF841753,矢野,航,yano,kou,yano_kou3@tekuwan.co.jp,030-6025-9533,男性,1997/2/13,2019/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"350,000",
SF690980,前田,悠也,maeda,yuuya,maeda_yuuya4@tekuwan.co.jp,030-1158-8966,男性,1997/1/2,2019/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"350,000",
SF304614,鈴木,陽大,suzuki,youdai,suzuki_youdai5@tekuwan.co.jp,030-3343-5429,男性,1997/2/5,2019/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"350,000",
SF569480,島崎,悠翔,shimazaki,yuushou,shimazaki_yuushou1@tekuwan.co.jp,030-6689-5561,男性,1996/5/16,2019/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"350,000",
SF148079,岡本,悠人,okamoto,yuuto,okamoto_yuuto2@tekuwan.co.jp,030-8544-7300,男性,1996/11/2,2019/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"350,000",
SF987709,成田,なな,narita,nana,narita_nana3@tekuwan.co.jp,030-5580-7332,女性,1996/5/14,2019/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"350,000",
SF675742,野口,美和,noguchi,miwa,noguchi_miwa4@tekuwan.co.jp,030-2296-8817,女性,1996/9/27,2019/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"350,000",
SF326032,高木,瑛大,takagi,eidai,takagi_eidai5@tekuwan.co.jp,030-5225-7017,男性,1997/11/13,2020/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"325,000",
SF665417,成田,大輔,narita,daisuke,narita_daisuke1@tekuwan.co.jp,030-8581-7772,男性,1997/6/12,2020/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"325,000",
SF444524,山田,翔太朗,yamada,shoutarou,yamada_shoutarou2@tekuwan.co.jp,030-4013-9768,男性,1997/9/25,2020/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"325,000",
SF253834,増田,悠斗,masuda,yuuto,masuda_yuuto1@tekuwan.co.jp,030-0753-6880,男性,1998/1/27,2020/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"325,000",
SF381062,川口,啓太,kawaguchi,keita,kawaguchi_keita2@tekuwan.co.jp,030-3773-2815,男性,1997/5/9,2020/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"325,000",
SF219090,小泉,悠翔,koizumi,yuushou,koizumi_yuushou3@tekuwan.co.jp,030-1265-6776,男性,1997/9/9,2020/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"325,000",
SF856417,西村,颯太,nishimura,fuuta,nishimura_fuuta1@tekuwan.co.jp,030-4211-9421,男性,1998/3/14,2020/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"325,000",
SF168208,岩田,瑛太,iwata,eita,iwata_eita2@tekuwan.co.jp,030-7373-8856,男性,1997/10/18,2020/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"325,000",
SF064458,佐藤,悠里,satou,yuuri,satou_yuuri3@tekuwan.co.jp,030-0118-8226,女性,1997/9/10,2020/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"325,000",
SF586237,福田,健太,fukuda,kenta,fukuda_kenta4@tekuwan.co.jp,030-2759-4186,男性,1998/4/4,2021/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"300,000",
SF724059,笠原,悠希,kasahara,yuuki,kasahara_yuuki2@tekuwan.co.jp,030-8787-1818,男性,1998/5/9,2021/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"300,000",
SF380051,本田,颯太,honda,fuuta,honda_fuuta1@tekuwan.co.jp,030-7599-6467,男性,1998/10/1,2021/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"300,000",
SF675323,野口,颯,noguchi,satsu,noguchi_satsu2@tekuwan.co.jp,030-9485-3430,男性,1998/7/5,2021/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"300,000",
SF399521,内田,瑛太,uchida,eita,uchida_eita3@tekuwan.co.jp,030-3770-0195,男性,1999/3/4,2021/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"300,000",
SF962865,中山,慎太郎,nakayama,shintarou,nakayama_shintarou4@tekuwan.co.jp,030-8345-9609,男性,1998/10/9,2021/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"300,000",
SF040232,中山,瑛大,nakayama,eidai,nakayama_eidai5@tekuwan.co.jp,030-5529-2815,男性,1998/10/3,2021/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"300,000",
SF925979,森,健,mori,takeshi,mori_takeshi1@tekuwan.co.jp,030-9136-4690,男性,1998/10/3,2021/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"300,000",
SF447582,岩井,隼斗,iwai,hayato,iwai_hayato2@tekuwan.co.jp,030-2184-6489,男性,1998/6/17,2021/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"300,000",
SF602943,成田,かおり,narita,kaori,narita_kaori3@tekuwan.co.jp,030-5858-3792,女性,1998/10/18,2021/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"300,000",
SF562079,佐々木,陽大,sasaki,youdai,sasaki_youdai4@tekuwan.co.jp,030-6310-6367,男性,1999/12/24,2022/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"275,000",
SF668064,久保,拓斗,kubo,takuto,kubo_takuto5@tekuwan.co.jp,030-7987-9579,男性,1999/12/7,2022/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"275,000",
SF867353,小川,大輝,ogawa,daiki,ogawa_daiki1@tekuwan.co.jp,030-1343-5177,男性,1999/6/19,2022/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"275,000",
SF416336,田中,大河,tanaka,taiga,tanaka_taiga2@tekuwan.co.jp,030-6159-9527,男性,1999/11/27,2022/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"275,000",
SF192831,大石,結菜,ooishi,yuina,ooishi_yuina3@tekuwan.co.jp,030-4659-6219,女性,1999/6/16,2022/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"275,000",
SF571348,竹内,まりこ,takeuchi,mariko,takeuchi_mariko4@tekuwan.co.jp,030-4288-9899,女性,1999/4/24,2022/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"275,000",
SF615016,若林,みほ,wakabayashi,miho,wakabayashi_miho5@tekuwan.co.jp,030-5442-0327,女性,1999/4/28,2022/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"275,000",
SF970716,菅原,駿,sugawara,shun,sugawara_shun1@tekuwan.co.jp,030-7991-8310,男性,2000/4/28,2023/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"250,000",
SF235233,松尾,誠,matsuo,makoto,matsuo_makoto2@tekuwan.co.jp,030-4137-8301,男性,2000/9/29,2023/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"250,000",
SF816476,笠原,悠翔,kasahara,yuushou,kasahara_yuushou3@tekuwan.co.jp,030-0905-1267,男性,2000/12/29,2023/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"250,000",
SF037805,沢田,拓也,sawada,takuya,sawada_takuya4@tekuwan.co.jp,030-6881-8712,男性,2000/8/27,2023/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"250,000",
SF319845,本田,悠斗,honda,yuuto,honda_yuuto5@tekuwan.co.jp,030-4820-3373,男性,2001/2/13,2023/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"250,000",
SF473890,森本,航,morimoto,kou,morimoto_kou1@tekuwan.co.jp,030-5045-5605,男性,2000/6/19,2023/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"250,000",
SF129780,小林,陽一,kobayashi,youichi,kobayashi_youichi2@tekuwan.co.jp,030-0915-9022,男性,2001/1/4,2023/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"250,000",
SF404213,川口,健吾,kawaguchi,kengo,kawaguchi_kengo3@tekuwan.co.jp,030-0615-1035,男性,2001/3/29,2023/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"250,000",
SF950420,白井,陽向,shirai,youkou,shirai_youkou4@tekuwan.co.jp,030-8323-4561,男性,2001/3/10,2023/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"250,000",
SF505438,佐々木,梨花,sasaki,rika,sasaki_rika5@tekuwan.co.jp,030-2654-5458,女性,2000/3/24,2023/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"250,000",
SF412301,上野,あやか,ueno,ayaka,ueno_ayaka1@tekuwan.co.jp,030-8165-3795,女性,2001/1/17,2023/4/1,営業本部,関西営業部,関西営業第一課,正社員,,"250,000",
R563049,松尾,海斗,matsuo,kaito,matsuo_kaito2@tekuwan.co.jp,030-4189-9118,男性,1988/7/7,2018/4/1,営業本部,関西営業部,関西営業第一課,契約社員,,"180,000",
R603336,杉本,桃子,sugimoto,momoko,sugimoto_momoko3@tekuwan.co.jp,030-0613-1553,女性,1984/4/21,2019/4/1,営業本部,関西営業部,関西営業第一課,契約社員,,"180,000",
R733777,中川,ゆか,nakagawa,yuka,nakagawa_yuka4@tekuwan.co.jp,030-1221-9079,女性,1971/9/28,2019/4/1,営業本部,関西営業部,関西営業第一課,契約社員,,"180,000",
R159604,平野,真太,heiya,makotota,heiya_makotota5@tekuwan.co.jp,030-0914-9571,男性,1990/12/26,2020/4/1,営業本部,関西営業部,関西営業第一課,契約社員,,"180,000",
R224152,岩崎,まりこ,iwasaki,mariko,iwasaki_mariko1@tekuwan.co.jp,030-9350-4506,女性,1984/1/22,2021/4/1,営業本部,関西営業部,関西営業第一課,契約社員,,"180,000",
R613820,中村,太郎,nakamura,tarou,nakamura_tarou2@tekuwan.co.jp,030-1985-0087,男性,1975/11/13,2022/4/1,営業本部,関西営業部,関西営業第一課,契約社員,,"180,000",
R404747,小野,悠翔,ono,yuushou,ono_yuushou3@tekuwan.co.jp,030-6674-6773,男性,1974/5/2,2022/4/1,営業本部,関西営業部,関西営業第一課,契約社員,,"180,000",
R706719,安藤,千尋,andou,senjin,andou_senjin4@tekuwan.co.jp,030-9787-1924,女性,1970/4/26,2022/4/1,営業本部,関西営業部,関西営業第一課,契約社員,,"180,000",
R776642,菊地,茜,kikuchi,akane,kikuchi_akane5@tekuwan.co.jp,030-8271-3371,女性,1991/5/2,2023/4/1,営業本部,関西営業部,関西営業第一課,契約社員,,"180,000",
K242158,樋口,大翔,higuchi,hiroto,higuchi_hiroto1@tekuwan.co.jp,030-7062-0938,男性,1960/4/11,1983/4/1,営業本部,関西営業部,関西営業第一課,嘱託社員,,"180,000",
K237694,相沢,瑛斗,aizawa,eito,aizawa_eito2@tekuwan.co.jp,030-5697-4417,男性,1961/9/18,1984/4/1,営業本部,関西営業部,関西営業第一課,嘱託社員,,"180,000",
P491750,水野,絵美,mizuno,emi,mizuno_emi3@tekuwan.co.jp,030-7366-8920,女性,1988/5/17,2011/6/1,営業本部,関西営業部,関西営業第一課,パート,,,
P205315,今井,かおり,imai,kaori,imai_kaori4@tekuwan.co.jp,030-3162-2706,女性,1974/4/12,2018/5/1,営業本部,関西営業部,関西営業第一課,パート,,,
P893844,近藤,さきみ,kondou,sakimi,kondou_sakimi5@tekuwan.co.jp,030-0573-4260,女性,2002/10/2,2021/10/1,営業本部,関西営業部,関西営業第一課,パート,,,
P924908,中島,みさ,nakajima,misa,nakajima_misa1@tekuwan.co.jp,030-2256-4350,女性,2001/6/29,2022/4/1,営業本部,関西営業部,関西営業第一課,パート,,,
SF536625,中島,悟,nakajima,satoshi,nakajima_satoshi2@tekuwan.co.jp,030-9519-2705,男性,1980/4/10,2004/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,課長,"700,000",
SF597714,横山,大和,yokoyama,yamato,yokoyama_yamato3@tekuwan.co.jp,030-5024-1781,男性,1982/7/11,2008/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チームリーダー,"550,000",
SF872520,佐藤,陽翔,satou,youshou,satou_youshou4@tekuwan.co.jp,030-4559-6369,男性,1983/2/15,2008/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チームリーダー,"550,000",
SF097794,岩本,大輝,iwamoto,daiki,iwamoto_daiki5@tekuwan.co.jp,030-2926-7324,男性,1986/1/15,2008/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チームリーダー,"600,000",
SF997838,松田,えりか,matsuda,erika,matsuda_erika1@tekuwan.co.jp,030-6246-0945,女性,1984/5/9,2008/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チームリーダー,"550,000",
SF331779,吉田,悠真,yoshida,yuuma,yoshida_yuuma2@tekuwan.co.jp,030-0303-0999,男性,1988/9/5,2011/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チームリーダー,"550,000",
SF227633,西村,みゆき,nishimura,miyuki,nishimura_miyuki3@tekuwan.co.jp,030-2302-8562,女性,1989/12/11,2013/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チームリーダー,"600,000",
